Experiment Number,Rewards
0,"[24.32506612003341, 69.80051105768361, 15.223851143435963, 31.907324850874385, 3.0162462072026894, 60.475156954261706, 29.917559458847997, 17.19000282002678, 25.940423177365595, 53.15863532809313, 6.63108261907193, 32.86905052684121, 19.714929341815257, 5.547199076437809, 20.924908180791395, 47.34946136076236, 108.99569642857489, 89.10381582354336, 64.18391854084108, 42.44776483786547, 26.437781488236716, 44.02321018185879, 74.2053978891875, 18.890208458629594, 39.652520784596554, 61.215436686158974, 19.325086585877667, 8.600726679788549, 52.404043477180274, 27.835086452761782, 18.116636070093158, -1.9131057393551116, 46.94836015169918, 20.572517145607144, 8.22196595522127, 65.31716334940695, 5.250530935584815, 82.39846230678268, 81.85270761302384, 7.994613110168402, 22.023856327288055, 64.26446934269687, 1000.0, 16.914648523468593, 41.03418377234845, 45.57894538988518, 24.280403729075623, 27.528491614680263, 34.815319301641324, 18.57747315691943, 81.68819358370764, 39.02929896779015, 39.52577843845315, 65.33100535513613, 24.180059941572235, 48.023222203819245, 4.135813636707388, 9.479979291652262, 13.319266895447827, 197.77637318168073, 88.84817811968567, 13.260961331710194, 26.621610106161736, 7.581176498198368, 39.40663720164557, 26.176147346827374, 35.60121037699022, 17.62263295545829, 57.58953987319054, 23.846037360630596, 16.645113377266068, 26.120396285262277, 10.41484116752848, 57.745865437043605, 39.635870164322334, 12.62401040878147, 51.12619936503782, 13.252834946213762, 5.961177544517398, 26.868740466412124, 34.44830658737454, 37.754176023240774, 61.388114737057755, 19.629889303919423, 7.53898198313792, 21.775247641622123, 63.47356490948427, 10.412341017191642, 13.277169734407961, 23.729656251345872, 21.03629219234063, 17.489715157918553, 16.182346261709863, 10.299270863285617, 98.56252770256388, 17.157760444256017, 7.243549625362513, 1000.0, 38.71985697003753, 140.66583024454027, 34.478608671285706, 28.66092120121536, 7.991367204547172, 28.811778785605267, 164.75369842236884, 89.0242480651761, 10.640318740835713, 53.170284845069666, 13.135498092218745, 6.543363060666276, 7.297259816838343, 5.718430727232667, 33.1220590240784, 3.3896261791260835, 35.370152828844674, 15.507357981333424, 17.75093673003334, 7.038588131348789, 15.384541407892288, 8.20129002949169, 35.38480783417685, 25.878225702123984, 48.087738427094166, 13.991310404678096, 26.055700130601135, 81.7922436871699, 70.44674820643948, 1000.0, 28.129319536309488, 26.346923344500553, 21.33887284925005, 17.92030902128314, 12.075529648508434, 53.77846649699932, 5.303042444394265, 60.527200961803146, 40.28514371020348, 51.58240430642174, 12.129975342803167, 87.466151015111, 4.920097884227177, 68.48286077658615, 121.27024762063947, 35.59191981807007, 140.27456784492023, 165.51065802195748, 2.822893608215079, 8.764173817157412, 35.687662895853705, 4.333248904659607, 3.3952696828418323, 8.407887553146018, 198.18759183416924, 52.57943461869942, 19.2025250223297, 110.41699562173788, 74.62570087955896, 19.329767694867062, 44.45942166608842, 76.41916381020837, 7.16361158499883, 30.48291931784092, 67.71175017191378, 6.387643154194961, 53.23691548902853, 25.71398855798617, 122.55471174630182, 88.5922379131525, 86.91200258868983, 21.050766431526572, 63.700769012302636, 98.98245363916003, 33.13606275660559, 33.43099891034099, 9.863745423207302, 4.270473965186681, 35.09319479138764, 39.78827950971716, 45.98978168468802, 52.84400232363681, 49.7991949928678, 44.57873172019038, 198.12918414691856, 12.962006305165014, 164.33257626625183, 12.155755377772103, 25.69598328742238, 69.93262275081973, 52.13154431502174, 8.498110700876417, -5.884932555644788, 3.1269728563891825, 23.225461931622366, 33.42105352971158, 331.5993509041088, 46.89653763590221, 6.65803903598846, 4.509259080242404, 25.73302861760847, 10.757589353530172, 88.66524179703553, 50.88692839794446, 10.7360947887848, 123.08258284924834, 88.47575469167455, 164.86909767499012, 9.781997556377146, 56.98595175915927, 39.11980706188016, 57.41948225185831, 15.754715964449975, 38.08328008368142, 25.059276352393216, 22.526457085717496, 198.7340472939409, 2.5280666027040084, 5.1967578205904115, 47.604143602859935, 31.200533300406217, 141.4422325033417, 32.868963158832116, 164.8635864578649, 4.795030164598347, 8.217291778570695, 12.971537208326936, -0.38400763829928813, 36.956065066634594, 69.44304215662996, 164.52793105958628, 48.94823265375471, 29.707909798704218, 26.93945609337613, 4.497723097106032, -0.20573769140728967, 3.2966850226871687, 1.9021428949984343, -0.1866159036257889, 37.83504042163813, 44.10918755475149, 248.33274515242707, 44.7189831614665, 3.653405327122822, 8.869707231030143, 0.0744943006838951, 198.18473054969257, 33.122186877859555, 35.9887244202747, 31.85742533936669, -0.43090972120503307, 110.13036963721032, 2.866117166517449, 2.6040723331833537, 69.35029467101937, 4.786083001353453, 19.15806418404645, 3.943834267147993, 30.677700862044837, 7.08704290027908, 31.205767282882174, 6.562069122444386, -0.2004806010209273, 0.10104227548810911, 20.87618049532043, -0.1511686191813933, 29.82553865574886, 123.04429923000379, 27.5408849482305, 123.0026539412803, 45.811929391774136, 33.101493246957865, 6.357999524084667, 498.64080556626004, 25.119378413710038, 81.13786957825592, 138.4598058609924, 30.354137169561135, -0.34710009068653763, -0.22490890599123856, 6.6546924974254065, 2.780288809473607, 31.38671250451022, -0.6497141915216172, 22.67336096730903, 3.6853948230519893, 5.850064005741103, 1000.0, 46.6500685939228, 33.16232823741835, 29.387853913843408, 41.39287894029903, 40.753802045034014, 29.79366150331378, 14.02550463114249, 2.225078226864358, 98.82992419216431, 27.65351194714301, 21.100418053172156, 47.0362903727908, 12.3449599996097, 27.514571763538424, 1.671948086826009, 140.6318256536852, 30.19293674225416, 2.347911897946394, 5.967125144317363, 6.725037732779031, 37.322893161514784, 120.62891065516648, 28.859321314331677, 75.01653629107601, 48.36831031088811, 10.906329001453845, 18.10010567626248, 5.548968202166469, 141.41994803380103, 38.35491619252605, 70.04305662254562, -0.030994219717946983, 39.52281610354145, 11.219302810146093, -0.13097143223355745, -0.24303843360493094, 24.14453202650951, 140.77121213656653, 35.25759567575008, 56.917718809328676, 50.25194499776986, 49.981914188067634, 49.2300068830232, 27.232016615094306, -0.15013058086590161, -0.21323559979064072, 26.597814504006266, 164.6861215664001, 1.8605312324010803, -0.11084130742242067, 88.4980353223688, 17.76088375377598, -0.1458637492497874, 3.374632086078633, 3.118527416121268, 5.259845673862403, -0.5345837835050291, 4.6007058032504515, 36.169233191526594, 38.344038524528884, -0.026152805488074568, 39.33463862468583, 35.683045479048396, 3.529254471325276, -0.6422417790279954, 88.696497438309, 7.935910119730448, 47.179940701281986, 3.922452573178144, 64.39001799185743, 122.33877730625576, 140.319377966766, 16.70070346462216, 30.95705914589986, 1000.0, 164.44128132422148, -0.5255195667063431, 21.70535350211314, 41.68462475431034, -0.09542905446867272, 12.48940275877269, 35.12000360112852, 80.74000459200703, 96.03404566141651, 74.69283013069011, 5.3416722908597425, 45.41188858293005, 81.0866845267913, 53.18141106286184, 40.32234840144622, -0.11781125995322748, 81.4947011988128, 43.43350746238269, 165.33994670438457, 2.162546696980603, 69.4568602958132, 33.94385194538211, 122.89205129365436, 37.776169070400435, 45.84144980075104, 34.690635833718346, 69.25827450808444, 24.12810783898478, 73.37424175554644, 88.13734012572696, 15.14777853221392, 31.929431395942515, -0.15760222406448676, 64.95942660052845, 199.2641445102105, 108.73414517898038, 39.05065562142868, -0.2578058801224923, -0.41145711945056135, 69.1015511933804, 60.631345684296875, 108.96732857225182, 80.32685315409009, 1.7539831455108363, 124.20929279578488, 99.06097337902705, 44.74025549659583, -0.19893874930316457, 64.39656667199243, -0.12564484636934686, 43.51024256915296, 34.590919462106804, 32.45084167928749, 56.987439311712194, -0.1471312264207785, 50.73467282380627, 21.546862689610887, 42.39291236277197, 86.76825753603715, 29.62177726143531, 27.25629290115459, 34.075578137346206, 247.15027134433697, 44.77741290282767, 32.48743960019142, 32.259311081950024, 88.78349504609237, 2.232439171188886, 7.29560223150493]"
